0,1,2,3,4,5,6,7,8,9,10
51095,1,2,0,0,0,0,3,2,1.7824688078101951,2.0199163038704224
51097,0,0,0,0,0,0,0,1,0.5276493684174032,0.6008877804290431
51099,2,2,0,0,0,1,0,1,0.5084988003750738,0.3706685228142857
51101,1,0,2,0,0,0,1,0,0.2976225250009068,0.37423856890123947
51103,0,0,0,0,0,0,1,0,0.0033764744183258167,0.0
51105,5,7,43,33,40,40,35,50,47.133764065231055,50.084299143250554
51107,4,3,6,8,11,11,12,3,9.564620801695808,5.171123556205173
51109,1,2,1,0,0,1,1,1,0.7956077564323372,0.7588003943106234
51111,1,1,0,2,1,1,1,1,0.09993482973379447,0.2342713879192629
51113,0,0,0,0,0,0,2,0,0.3135852385655841,0.3234993160057624
51115,0,0,1,0,1,8,1,1,1.2942639761143,0.8261515537294734
51117,0,0,4,3,1,2,6,1,0.27591608572489684,0.4197699118156075
51119,0,0,2,1,0,4,4,5,0.05763957933344844,0.0
51121,20,22,23,24,30,34,47,54,44.22521346369943,57.32327569010487
51125,0,0,0,0,0,0,1,0,0.02378799383175223,0.013840836263588304
51127,0,0,1,1,1,2,0,0,0.617223048347027,0.5999545230455198
51131,0,0,0,1,0,2,4,0,1.3025641731161346,0.8213235524389157
51133,0,0,0,0,0,4,2,1,0.02703769984694959,0.0
51135,0,0,0,0,0,1,10,6,4.321687193476367,4.394590932369413
51137,0,0,0,0,1,8,4,3,2.5669760284921357,2.730170233635242
51139,0,0,1,0,2,0,4,1,1.6432333554438672,1.7177644701980919
51141,0,2,0,0,0,1,0,1,0.6663718920076656,0.8999523018392616
51143,0,1,2,5,3,14,7,19,3.1883540028976993,3.53808580167309
51145,2,0,0,1,1,11,7,9,8.17160636181773,8.523966267536602
51147,0,0,2,0,0,1,0,0,0.33676720538606536,0.3063297986857739
51149,3,1,1,0,0,2,0,1,0.812187729979876,0.7926092043844369
51153,12,13,22,35,26,50,17,31,35.28137495363936,19.052585779278246
51155,27,23,27,25,40,31,38,59,47.543457439627105,62.259782258391944
51157,0,0,0,0,0,3,1,0,0.012702533311026462,0.0
51163,0,0,1,1,1,3,4,3,3.542540963313474,4.118965128357062
51165,2,1,1,4,1,2,9,10,3.698375045874739,3.0956296434038455
51167,11,21,22,31,29,42,20,39,36.10730317024409,27.645069313884548
51169,24,35,29,18,111,110,60,44,57.51741487093063,37.520912156369164
51171,6,10,14,8,42,21,14,18,21.897652025848544,26.82224818578397
51173,8,11,39,20,18,29,36,42,42.50688640762253,41.996532249028036
51175,1,0,0,1,0,0,0,0,0.01312432493865313,-0.006665296744493215
51177,9,18,12,16,18,18,22,12,16.100962583308462,13.566498739608056
51179,6,15,16,11,13,33,19,34,26.358085501352548,11.768289661029758
51181,0,0,0,0,0,0,0,0,0.0,0.0
51183,0,0,0,0,0,2,0,6,2.936049893877824,2.2258032049444467
51185,16,16,52,79,101,162,152,148,178.02411222649695,175.09845918150657
51187,2,7,10,16,32,37,47,41,45.13782550955113,45.49279271440687
51191,11,18,24,35,27,27,32,43,32.05956024980359,26.250004390812784
51193,0,0,1,1,1,1,2,2,0.03582998530290049,0.0
51195,80,53,63,90,93,142,50,67,73.20169524636573,52.31590355557235
51197,8,6,8,8,16,30,25,17,16.37843255416929,9.972409485926704
51199,0,0,1,2,0,1,2,4,2.002848787549308,1.4773518899168558
51510,1,0,0,0,0,0,0,0,0.0,0.0
51515,0,0,0,0,0,0,0,0,0.0,0.0
51520,20,0,1,49,0,1,0,2,7.624167529384896,6.9161464033302895
51530,0,0,0,1,0,0,0,0,0.19132735663504288,0.2822520024456468
51540,1,0,0,1,0,0,0,0,0.004467296553800728,0.011477999624273965
51550,7,0,0,3,0,0,0,1,0.4118867851646005,0.22688036847570095
51570,1,0,0,9,0,0,0,0,0.9191751254445576,1.0231368375251906
51580,0,0,0,0,0,0,0,0,0.0,0.0
51590,0,0,0,4,0,0,1,1,0.12524893036698292,0.12642542325734177
51595,1,0,0,0,0,0,0,0,0.0,0.0
51600,0,0,0,0,0,0,2,3,1.1723088271797981,0.4807101178530593
51610,1,0,0,2,0,0,0,0,0.3466948803684961,0.2783081861502406
51620,0,0,0,0,0,0,0,0,0.0,0.0
51630,1,0,0,1,0,0,1,0,0.323583604012236,0.25253733040140797
51640,0,0,0,0,0,0,0,0,0.0,0.0
51650,3,0,0,1,0,0,0,0,0.013776200772961454,-0.0070121844901010096
51660,0,0,0,0,0,0,0,0,0.0,0.0
51670,0,0,0,0,0,0,0,0,0.0,0.0
51678,0,0,0,0,0,0,0,0,0.0,0.0
51680,2,0,0,11,0,0,3,1,2.9514293458258023,4.264204466414263
51683,0,0,0,0,0,0,0,0,0.0,0.0
51690,0,0,0,0,0,0,1,0,0.034103993402034766,0.08567806857662673
51700,16,0,0,4,0,0,0,0,0.048038906169265,-0.02460487369546656
51710,1,0,0,2,1,0,0,0,0.05000196697418978,-0.024657606044558487
51720,1,0,0,0,0,0,0,0,0.0,0.0
51730,1,0,0,1,0,0,0,2,0.80986060106371,0.8036834918576613
51735,1,0,0,1,0,0,0,0,0.013262044855882598,-0.006738336630708349
51740,1,0,0,4,0,0,0,0,0.05448640578464245,-0.027721066617522355
51750,1,0,0,6,0,0,2,0,1.4897460272058458,1.9459295429955619
51760,18,0,3,16,1,3,7,6,6.499496683734496,7.086525717236484
51770,5,2,1,14,13,11,17,13,17.825259973662256,21.360509652719063
51775,1,0,0,0,0,0,1,1,0.6571335561387964,0.7430754935467454
51790,0,0,0,0,0,0,1,0,0.26824780825333056,0.2542733067946827
51800,3,0,0,0,0,0,0,0,0.0,0.0
51810,2,0,0,5,0,0,3,2,1.649922462110004,1.0072566845265258
51820,0,0,0,0,0,0,0,0,0.0,0.0
51830,0,0,0,2,0,0,0,0,0.006902756028078787,-0.0035559563996418325
51840,5,0,0,4,3,0,0,1,1.2605624394186046,1.4242727636453796
